Record_Number,Amount_Requested,Interest_Rate_Percentage,Loan_Length_in_Months,Loan_Purpose,Monthly_PAYMENT,Total_Amount_Funded,Debt_To_Income_Ratio_Percentage,FICO,Status
2913,5000,15.37,36,8,174.24,5000,0.32,702,1
2914,18000,13.8,60,1,416.97,18000,11.89,717,0
2915,5500,19.05,36,4,201.75,5500,24.96,662,0
2916,14125,14.74,36,1,487.84,14125,11.24,677,0
2917,15850,11.11,60,13,345.49,15850,28.37,732,0
2918,8000,17.14,60,1,199.43,8000,13.89,682,0
2919,17000,10.25,36,1,550.55,17000,13.14,742,0
2920,3000,6.91,36,14,92.51,3000,15.62,732,1
2921,14000,9.76,36,3,450.17,14000,1.21,797,1
2922,16000,10,36,1,516.28,16000,18.73,737,1
2923,28000,15.31,36,1,974.89,28000,16.98,702,1
2924,8000,12.17,36,2,266.37,8000,10.2,672,0
2925,20000,11.14,36,1,656.07,20000,0.82,792,0
2926,5000,11.89,36,5,165.82,5000,2.23,747,1
2927,4000,13.61,36,2,135.96,4000,16.52,692,1
2928,5000,13.47,36,1,169.62,5000,12.48,692,1
2929,18000,12.99,36,1,606.41,18000,12.22,707,0
2930,18000,13.92,36,1,614.47,18000,17.52,692,1
2931,7500,13.24,36,1,253.58,7500,16.76,667,0
2932,4750,14.61,36,1,163.76,4750,10.71,677,1
2933,10000,17.14,36,1,357.23,10000,10.48,667,0
2934,24250,15.31,36,1,844.28,24250,5.99,682,0
2935,1800,6.62,36,1,55.27,1800,16.56,742,1
2936,6000,14.61,36,1,206.86,6000,17.72,667,0
2937,34475,14.27,60,14,807.01,34475,29.56,737,1
2938,25000,15.68,36,1,875.04,25000,15.73,682,0
2939,7800,16.77,36,1,277.2,7800,8.09,687,1
2940,3500,12.18,36,14,116.55,3500,13.53,692,1
2941,5000,15.7,36,10,175.06,5000,3.17,677,0
2942,3500,13.11,36,10,118.12,3500,23.36,727,0
2943,16000,13.11,36,1,539.92,16000,20.96,707,1
2944,3500,13.24,36,1,118.34,3500,23.05,687,1
2945,10000,15.31,36,1,348.16,10000,18.6,667,0
2946,12000,11.86,36,1,397.77,12000,21.26,712,0
2947,7550,13.22,36,1,255.2,7550,13.49,682,0
2948,18000,13.61,60,1,415.2,18000,12.06,717,1
2949,4000,13.43,36,8,135.61,4000,18.91,672,0
2950,6000,16.45,36,4,212.27,6000,15.13,682,1
2951,12000,11.89,36,1,397.97,12000,15.26,712,1
2952,35000,19.69,60,1,654.1,24850,13.72,687,0
2953,2000,10.99,36,6,65.47,2000,9.36,687,1
2954,1500,8.49,36,14,47.35,1500,10.42,702,0
2955,31000,12.42,60,2,696.18,31000,14.14,732,1
2956,12250,12.73,36,3,411.19,12250,16.63,697,1
2957,9000,10.36,36,1,291.93,9000,14.73,692,0
2958,2600,6.92,36,1,80.19,2600,14.52,737,1
2959,21600,13.49,36,1,732.9,21600,9.66,707,0
2960,3200,11.11,36,14,104.94,3200,10.58,677,1
2961,8000,8.9,36,5,254.03,8000,6.41,727,1
2962,6000,11.86,60,1,133.05,6000,3.9,742,0
2963,3000,7.49,36,1,93.31,3000,20.8,712,1
2964,6000,16.7,36,1,213.01,6000,0.76,662,0
2965,3100,9.32,36,5,99.04,3100,23.89,727,1
2966,11725,20.89,60,1,316.48,11725,4.7,682,0
2967,10750,15.2,36,1,373.71,10750,10.8,667,0
2968,9500,9.88,36,6,306,9500,13.7,722,1
2969,1000,9.76,36,9,32.16,1000,14.66,707,0
2970,9000,12.53,36,1,301.2,9000,9.76,722,0
2971,6800,8.9,36,2,215.93,6800,17.65,702,1
2972,18250,17.49,60,1,458.39,18250,14.26,692,0
2973,15000,11.78,36,1,496.64,15000,22.43,717,1
2974,25000,13.67,36,5,850.44,25000,14.21,712,0
2975,22000,14.46,36,8,756.84,22000,22.43,687,1
2976,6400,15.31,36,7,222.84,6400,12.57,677,1
2977,25000,10.62,36,3,813.98,25000,16.96,737,0
2978,8000,16.77,36,1,284.31,8000,12.06,662,1
2979,14300,20.62,60,14,383.82,14300,19.2,672,0
2980,12000,10.75,36,1,391.45,12000,17.57,742,0
2981,8400,13.98,60,12,195.37,8400,15.02,697,0
2982,25000,18.25,60,1,638.25,25000,2.88,697,1
2983,12000,12.12,36,1,399.26,12000,14.93,692,1
2984,6250,16.29,36,6,220.63,6250,18,667,0
2985,11200,6.92,36,2,345.42,11200,24.9,757,1
2986,9000,16.29,36,1,317.71,9000,23.56,672,0
2987,8500,7.51,36,1,264.45,8500,16.26,757,1
2988,2000,10.25,36,1,64.77,2000,17.04,707,0
2989,3250,9.63,36,1,104.31,3250,13.8,722,0
2990,6000,10.75,36,4,195.73,6000,9.72,712,1
2991,1000,11.14,36,12,32.81,1000,9.5,722,1
2992,5000,9.63,36,3,160.48,5000,0.39,747,1
2993,9000,12.49,36,1,301.04,9000,4.64,662,0
2994,2400,13.92,36,14,81.93,2400,21,732,0
2995,20000,10.37,36,1,648.83,20000,10.44,742,1
2996,12000,16,36,3,421.89,12000,17.48,747,0
2997,3100,7.9,36,14,97,3100,10.14,717,1
2998,6000,16.07,36,1,211.17,6000,15.39,702,1
2999,9600,12.17,36,1,319.64,9600,19.28,672,0
3000,13475,14.26,36,1,462.27,13475,22.11,687,0
3001,5000,7.74,36,11,156.1,5000,5.62,747,1
3002,1600,12.21,36,1,53.31,1600,18.14,677,0
3003,1500,7.51,36,5,46.67,1500,9.76,727,1
3004,20000,14.65,60,1,472.14,20000,22.21,727,0
3005,1000,10.36,36,2,32.44,1000,15.55,687,1
3006,6000,10.99,36,1,196.41,6000,11.98,707,0
3007,5000,13.99,36,4,170.87,5000,3.88,697,0
3008,12000,13.48,36,5,407.09,12000,8.42,687,0
3009,9600,13.49,36,1,325.74,9600,24.81,672,0
3010,14400,9.88,36,1,463.84,14400,23.21,732,1
3011,15000,9.62,60,5,315.91,15000,7.95,767,0
3012,5000,8.7,36,2,158.3,5000,15.55,757,1
3013,3000,12.69,36,10,100.64,3000,1.25,687,1
3014,20000,11.83,36,2,662.68,20000,24.27,737,0
3015,9600,15.65,60,1,231.68,9600,19.38,687,0
3016,9500,9.63,36,10,304.9,9500,9.16,747,1
3017,15200,15.27,36,14,528.93,15200,22.19,692,0
3018,4800,16.95,36,12,171.01,4800,9.36,662,0
3019,15000,7.9,36,1,469.36,15000,14.07,732,0
3020,6500,7.88,60,2,131.43,6500,5.83,792,1
3021,11500,11.49,36,2,379.17,11500,23.17,687,1
3022,16000,11.49,36,1,527.55,16000,22.61,717,1
3023,8000,11.49,36,1,263.78,8000,20.77,702,1
3024,8875,10.37,36,1,287.92,8875,20.25,697,1
3025,20000,9.99,60,1,302.17,14225,7.4,752,1
3026,14500,10.75,36,2,473,14500,15.96,712,1
3027,8500,7.51,36,1,264.45,8500,17.16,727,1
3028,5000,16.45,36,4,176.9,5000,13.51,667,0
3029,10000,17.93,36,1,361.18,10000,16.24,667,0
3030,1200,14.11,36,1,41.08,1200,8.28,677,0
3031,12000,9.91,60,1,254.44,12000,10.43,782,1
3032,16000,16.32,36,2,565.02,16000,21.46,667,0
3033,12000,10.38,36,1,389.36,12000,19.17,722,1
3034,7000,15.38,36,2,243.97,7000,9.24,667,0
3035,10000,18.79,60,5,258.26,10000,19.06,722,1
3036,6000,14.74,36,3,207.23,6000,14,677,0
3037,24000,17.56,60,1,603.72,24000,17.45,682,0
3038,10000,12.41,36,1,334.11,10000,10.35,682,1
3039,8600,11.36,36,1,283.04,8600,19.11,707,1
3040,8000,12.18,36,1,266.4,8000,8.54,702,1
3041,4800,13.98,60,10,111.64,4800,11.26,707,0
3042,1500,13.06,36,4,50.59,1500,20.82,672,1
3043,3000,10.75,36,1,97.87,3000,16.31,722,0
3044,8000,12.18,36,7,266.4,8000,4.16,737,1
3045,10000,11.14,36,7,328.04,10000,8.12,732,0
3046,1800,12.18,36,14,59.94,1800,6.33,717,0
3047,12000,11.89,36,1,397.97,12000,1.92,742,1
3048,30000,11.14,36,1,984.16,30000,1.2,742,1
3049,9200,12.84,36,1,309.29,9200,20.69,707,0
3050,17475,17.27,60,14,404.35,16175,24.84,697,0
3051,5000,16.77,36,4,177.7,5000,12.31,682,1
3052,12000,13.47,36,1,407.08,12000,17.74,697,0
3053,25000,12.68,60,1,564.74,25000,8.92,742,0
3054,5400,7.88,60,5,109.19,5400,8.25,802,1
3055,4500,12.98,36,10,151.58,4500,3.34,682,0
3056,2500,11.14,36,12,82.02,2500,20.15,692,0
3057,5000,7.9,60,6,101.15,5000,6.14,802,1
3058,6000,8.59,36,2,189.67,6000,10.14,742,1
3059,5000,11.99,36,1,166.05,5000,24.25,692,0
3060,8500,12.21,36,14,283.18,8500,9.23,722,1
3061,20000,15.33,36,1,696.57,20000,23.46,717,1
3062,24000,19.36,60,1,627.34,24000,13.95,667,0
3063,8500,12.21,36,2,283.18,8500,19.42,702,1
3064,12250,12.42,36,14,409.34,12250,12.48,682,0
3065,15000,12.92,36,1,504.84,15000,6.08,677,0
3066,1500,10.36,36,14,48.66,1500,18.16,677,0
3067,28000,7.49,36,14,870.85,28000,0.44,822,1
3068,25000,10.75,36,3,815.52,25000,0.17,797,1
3069,7000,7.75,36,1,218.55,7000,10.37,767,1
3070,27300,17.88,60,1,691.46,27300,18.05,702,0
3071,16000,9.88,36,4,515.37,16000,0.5,782,0
3072,12000,9.32,36,2,383.37,12000,6.84,777,1
3073,6200,13.79,36,1,211.27,6200,9,682,1
3074,14000,8.49,36,1,441.89,14000,22.67,727,1
3075,3400,16.29,36,14,120.03,3400,15.37,707,0
3076,12000,6.54,36,1,209.31,6825,11.48,777,1
3077,7500,12.53,36,6,251,7500,11.28,697,1
3078,24150,14.61,36,1,832.58,24150,13.88,697,0
3079,13750,18.79,60,14,355.1,13750,12.38,672,0
3080,1300,9.07,36,14,41.39,1300,0.75,732,1
3081,7500,11.34,36,2,180.95,5500,17.15,687,1
3082,4000,12.53,36,14,133.87,4000,11.92,682,0
3083,24000,18.79,60,2,619.81,24000,20.13,687,0
3084,4200,16.02,36,14,147.71,4200,14.87,667,0
3085,7000,13.85,36,14,238.73,7000,17.57,672,0
3086,25000,15.31,36,3,870.39,25000,2.69,757,1
3087,6450,18.25,60,14,164.67,6450,23.52,672,0
3088,4500,11.97,36,5,149.4,4500,15.49,672,1
3089,5100,13.06,60,1,116.2,5100,7.34,707,1
3090,13325,12.42,36,14,445.26,13325,16.33,697,0
3091,12000,14.27,60,10,280.91,12000,20.7,717,0
3092,19000,16.82,36,1,675.68,19000,18.41,667,1
3093,16000,16.77,60,2,395.67,16000,15.2,702,0
3094,6250,14.72,36,1,215.81,6250,8.92,687,0
3095,13500,7.49,36,1,377.11,12125,19.32,742,1
3096,11350,10.37,60,5,243.23,11350,8.56,737,1
3097,20000,14.65,36,7,689.89,20000,3,707,0
3098,18900,10.14,36,14,611.1,18900,9.79,732,1
3099,4800,14.27,36,1,164.69,4800,21.88,672,0
3100,10000,13.22,36,5,338.01,10000,3.6,777,1
3101,21250,15.95,36,1,746.57,21250,24.15,677,1
3102,4500,13.49,36,2,152.69,4500,3.5,682,1
3103,13000,11.11,60,1,283.37,13000,16.77,717,0
3104,1900,11.14,36,1,62.33,1900,29.38,707,1
3105,4000,12.21,36,2,133.26,4000,24.98,692,0
3106,15000,10.37,36,1,486.62,15000,16.87,702,1
3107,12000,13.11,36,2,404.97,12000,8.05,687,1
3108,6000,7.14,36,5,185.64,6000,7.17,772,1
3109,3500,11.83,36,14,115.97,3500,4.33,717,0
3110,10000,11.26,36,1,328.64,10000,17.73,747,1
3111,20000,13.23,60,1,457.42,20000,8.57,732,1
3112,2500,10.37,36,1,81.11,2500,22.31,687,1
3113,3000,8.59,36,14,94.84,3000,15.92,727,1
3114,5000,13.72,60,9,115.62,5000,18.05,687,1
3115,4200,10.99,36,14,137.49,4200,16.85,707,0
3116,7800,15.95,60,10,189.48,7800,13.03,677,0
3117,12000,12.53,36,2,401.6,12000,23.14,702,1
3118,1000,10,36,2,32.27,1000,23.34,687,0
3119,8000,15.95,36,3,281.06,8000,0.94,667,1
3120,7000,5.42,36,1,211.12,7000,6.67,807,0
3121,5000,16.45,36,1,176.9,5000,16.9,677,1
3122,4800,10.38,36,5,155.75,4800,12.8,712,1
3123,8000,7.51,36,5,248.89,8000,2.54,797,1
3124,16450,16.02,36,1,578.5,16450,22.56,692,1
3125,22000,12.68,36,1,737.89,22000,7.31,742,1
3126,20000,7.88,36,1,625.63,20000,0.92,772,1
3127,13000,11.48,36,2,428.59,13000,5.24,732,1
3128,1000,12.87,36,1,33.64,1000,23.81,692,1
3129,20800,18.39,60,1,532.61,20800,15.16,687,0
3130,23000,12.18,36,1,765.9,23000,14.96,737,1
3131,24000,7.51,36,1,746.66,24000,3.46,777,1
3132,6000,8.59,36,1,189.67,6000,24,732,1
3133,7000,12.68,36,14,234.79,7000,13.58,677,0
3134,5000,11.12,36,1,163.98,5000,5.5,702,1
3135,20000,11.12,36,5,655.92,20000,22.69,722,0
3136,23675,20.3,60,1,631.21,23675,19.27,717,1
3137,7000,10.62,36,14,227.92,7000,10.58,717,1
3138,15000,12.53,36,5,502,15000,10.13,712,0
3139,15000,6.91,36,2,462.54,15000,11.19,727,1
3140,5000,12.18,36,14,166.5,5000,10.95,697,1
3141,10000,10.65,36,1,325.74,10000,14,707,1
3142,12000,11.86,36,1,397.75,12000,7.14,682,1
3143,25000,13.98,60,1,581.45,25000,12.65,717,0
3144,18000,10.59,60,1,387.7,18000,13.96,762,0
3145,35000,13.99,60,1,814.21,35000,13.65,757,0
3146,1500,11.36,36,10,49.37,1500,24.74,682,0
3147,2500,17.56,60,1,62.89,2500,11.11,662,0
3148,6500,11.14,36,2,213.23,6500,3.43,717,1
3149,3625,12.12,36,1,120.61,3625,14,702,0
3150,7000,9.91,36,1,225.58,7000,9.14,692,1
3151,2500,11.71,36,14,82.69,2500,1.31,692,0
3152,1000,14.65,36,4,34.5,1000,6,687,0
3153,6000,11.83,36,8,198.81,6000,5.38,707,1
3154,16000,9.63,36,3,513.51,16000,2.5,802,1
3155,2400,7.88,36,12,75.08,2400,15.47,717,1
3156,13200,12.12,36,8,439.19,13200,10.28,712,1
3157,2000,6.17,36,11,61,2000,18.35,747,1
3158,7500,11.97,36,1,249,7500,10.94,677,1
3159,3000,14.17,36,1,102.79,3000,21.53,672,0
3160,9000,14.11,36,1,308.06,9000,8.21,672,0
3161,12600,6.03,36,11,383.49,12600,6.38,807,0
3162,5000,13.22,36,1,169.01,5000,3.26,687,0
3163,4200,14.54,36,1,144.66,4200,4.45,672,1
3164,3600,12.87,36,1,121.08,3600,1.58,692,1
3165,10000,12.53,36,1,334.67,10000,20.46,702,0
3166,12000,13.06,36,1,404.68,12000,22.36,692,0
3167,5000,14.26,36,1,171.53,5000,19.53,672,0
3168,10000,11.66,36,14,330.53,10000,8.56,682,1
3169,8000,12.21,36,1,266.52,8000,4.94,692,1
3170,2500,10.74,36,1,81.54,2500,19.5,687,1
3171,5000,15.65,36,1,174.94,5000,18.39,677,0
3172,1000,10.99,36,3,32.74,1000,12.95,712,0
3173,25000,20.85,60,3,674.23,25000,17.36,677,1
3174,5000,7.74,36,1,156.1,5000,9.27,747,1
3175,4000,12.73,36,1,134.27,4000,8.73,682,0
3176,9700,8.94,36,4,308.19,9700,8.15,762,1
3177,3600,7.9,36,5,112.65,3600,24.2,727,0
3178,18500,10.99,36,5,605.6,18500,24.8,722,1
3179,15000,10.74,36,14,489.24,15000,14.37,697,1
3180,11000,10.99,36,1,360.08,11000,22.68,697,1
3181,4000,7.88,60,4,80.88,4000,6.77,762,1
3182,6000,11.49,36,14,197.83,6000,6.31,697,1
3183,4800,14.79,36,1,165.91,4800,5.23,692,0
3184,12000,15.27,60,1,287.19,12000,12.47,702,0
3185,14500,21.27,60,3,394.48,14500,13.2,677,0
3186,26375,18.79,60,1,435.8,16875,15.63,707,0
3187,10000,17.93,60,3,253.56,10000,11.49,667,1
3188,2400,13.98,36,14,82.01,2400,7.93,692,0
3189,25000,15.25,36,3,869.7,25000,15.56,722,1
3190,12000,11.49,36,1,395.66,12000,6.22,707,0
3191,18000,17.27,36,1,644.18,18000,13.64,677,1
3192,3450,11.99,36,1,114.58,3450,16.94,697,0
3193,12000,16.89,60,1,297.53,12000,23,677,0
3194,16675,11.71,60,6,368.49,16675,8.68,737,1
3195,18000,13.48,36,3,610.64,18000,18.82,697,0
3196,14000,13.49,60,5,322.07,14000,28.13,732,1
3197,35000,17.27,60,1,874.93,35000,8.4,722,0
3198,8000,9.76,36,1,257.24,8000,2.12,732,1
3199,16000,13.48,36,1,542.79,16000,11.1,702,0
3200,5000,5.42,36,6,150.8,5000,6.9,772,1
3201,9750,12.12,36,1,324.4,9750,20.76,712,0
3202,18000,17.58,36,1,646.96,18000,17.67,662,1
3203,12300,13.47,36,1,417.25,12300,22.08,697,1
3204,7000,15.57,36,1,244.62,7000,2.72,672,0
3205,5000,13.57,36,14,169.85,5000,14.75,687,1
3206,14000,12.69,36,4,469.63,14000,13.98,687,1
3207,3500,11.89,36,5,116.08,3500,16.46,697,1
3208,1350,5.42,36,2,40.72,1350,11.89,772,1
3209,3500,11.49,36,1,115.4,3500,16.57,702,1
3210,23000,17.93,60,1,370.19,14600,16.3,687,0
3211,9000,6.76,36,4,276.91,9000,2.61,797,1
3212,7000,16.82,36,1,248.95,7000,6.35,667,0
3213,10000,13.67,36,1,340.18,10000,19.89,697,1
3214,1750,13.61,36,1,59.48,1750,22.29,682,1
3215,14000,14.27,36,1,480.33,14000,7.36,682,1
3216,6000,13.35,36,14,203.18,6000,0,692,0
3217,2000,6.17,36,14,61,2000,17.06,737,0
3218,24000,16.45,60,1,589.39,24000,7.86,707,0
3219,3000,7.88,36,6,93.85,3000,5.4,722,1
3220,12000,14.26,36,1,411.67,12000,15.78,707,0
3221,35000,13.49,60,1,805.17,35000,5.43,752,1
3222,20000,12.68,60,1,451.8,20000,16.13,767,0
3223,10800,14.17,60,1,252.25,10800,20,692,0
3224,21600,15.27,36,1,751.64,21600,9.51,687,0
3225,5500,10.75,36,1,179.42,5500,22.69,707,1
3226,10000,10.37,36,1,324.42,10000,17.89,702,1
3227,35000,11.71,60,3,516,23350,8.07,747,0
3228,5250,7.66,36,10,163.7,5250,13.4,722,0
3229,25000,12.53,36,14,836.66,25000,12.64,732,0
3230,3000,12.73,60,14,67.85,3000,19.29,697,0
3231,7500,10.59,36,1,244.09,7500,7.6,722,0
3232,6250,13.48,36,1,212.03,6250,21.08,692,1
3233,6000,16.77,36,1,213.24,6000,14.47,692,1
3234,1100,15.58,60,1,26.51,1100,2.09,687,1
3235,6500,10.28,36,1,210.6,6500,5.87,692,1
3236,14500,14.59,36,1,499.75,14500,18.23,677,0
3237,20000,16.82,60,2,311.93,12600,15.69,677,0
3238,2000,9.63,36,10,64.19,2000,10.66,732,1
3239,3000,19.22,36,1,110.31,3000,26.55,672,0
3240,16000,10.74,36,1,521.86,16000,14.67,742,1
3241,9000,16.4,60,1,220.78,9000,23.71,672,0
3242,2500,13.16,36,14,84.43,2500,2.2,697,0
3243,12000,17.99,36,1,433.77,12000,12.14,667,0
3244,9600,7.14,36,14,297.04,9600,13.05,747,1
3245,15000,14.11,36,1,513.44,15000,14.02,692,0
3246,1200,11.49,36,6,39.57,1200,1.14,742,1
3247,16000,7.51,60,1,205.94,10275,9.3,787,0
3248,5600,8.59,36,2,177.02,5600,8.34,737,1
3249,16000,12.42,60,4,359.32,16000,24.99,757,1
3250,12000,12.42,36,1,400.99,12000,20.91,702,1
3251,7500,10.08,36,14,188.99,5850,17.61,722,0
3252,7000,8.88,36,1,222.21,7000,16.76,712,0
3253,5500,10.71,36,1,179.31,5500,12.12,692,1
3254,5000,7.51,60,6,100.22,5000,13.2,767,1
3255,7500,11.71,36,14,248.07,7500,6.37,712,0
3256,2800,16,36,10,98.45,2800,14.77,662,0
3257,5500,12.29,36,2,183.45,5500,12.28,687,1
3258,14000,10.65,36,1,456.03,14000,11.91,717,1
3259,4800,7.49,36,1,149.29,4800,18.12,792,1
3260,16000,14.65,36,1,551.91,16000,4.99,702,0
3261,13500,18.39,60,1,345.69,13500,18.89,682,0
3262,16000,14.22,36,5,548.55,16000,8.53,687,0
3263,25000,17.43,60,2,627.11,25000,10.31,722,0
3264,3500,11.83,36,1,115.97,3500,21.04,707,1
3265,5800,13.48,36,14,196.76,5800,14.58,682,0
3266,11000,12.18,36,1,366.3,11000,21.69,707,1
3267,4900,6.17,36,6,149.45,4900,3.71,767,1
3268,16000,21.36,60,7,436.11,16000,18.09,682,1
3269,20000,12.53,36,1,669.33,20000,21.17,717,0
3270,6000,10.74,36,1,195.7,6000,11.75,692,0
3271,13000,10.59,36,1,423.09,13000,14.99,727,0
3272,12000,14.27,60,1,280.91,12000,13.75,697,0
3273,10000,9.63,36,4,320.95,10000,4.08,762,1
3274,10000,14.91,36,1,346.22,10000,13.28,677,1
3275,14000,14.79,60,14,331.52,14000,8.37,712,1
3276,25000,10.74,36,2,815.4,25000,18.49,752,1
3277,12000,14.91,36,1,415.46,12000,11.93,667,1
3278,5000,16.45,36,1,176.89,5000,1.88,677,0
3279,13000,13.47,36,1,441,13000,12.44,707,0
3280,5000,16.49,36,1,177,5000,16.1,662,0
3281,5100,6.03,36,2,155.23,5100,12.69,777,1
3282,14675,11.49,60,1,322.67,14675,23.1,722,0
3283,15000,6.99,36,1,463.09,15000,14.42,767,1
3284,1600,14.42,36,5,55.02,1600,12.98,692,1
3285,16000,8.94,36,5,508.35,16000,7.85,772,1
3286,22750,15.21,60,1,497.13,20800,16.19,717,0
3287,4000,11.49,36,14,131.89,4000,21.44,692,0
3288,1200,6.91,36,14,37.01,1200,10.91,752,1
3289,2000,6.76,36,1,61.54,2000,23.23,802,0
3290,8000,13.61,36,2,271.91,8000,22.49,682,1
3291,10400,9.32,36,12,332.25,10400,14.47,752,1
3292,10000,7.88,36,5,312.82,10000,6.96,742,1
3293,900,10.28,36,12,29.16,900,16.7,687,0
3294,10800,20.3,60,1,287.94,10800,4.07,662,0
3295,3250,15.68,36,12,113.76,3250,11.8,672,0
3296,1000,6.76,36,5,30.77,1000,2.41,797,1
3297,2500,7.88,36,11,78.21,2500,14.15,717,1
3298,6450,5.99,36,5,196.2,6450,0.41,797,1
3299,18000,10.38,36,1,584.03,18000,15.27,742,1
3300,10000,12.99,36,2,336.9,10000,24.16,697,0
3301,10000,13.79,36,1,340.76,10000,21.63,682,0
3302,18000,19.22,60,1,469.12,18000,14.42,682,1
3303,7000,12.98,36,7,235.8,7000,19.8,672,0
3304,8000,12.84,36,1,268.95,8000,12.84,692,0
3305,15000,6.03,36,4,456.54,15000,0.7,797,1
3306,10000,10.36,60,1,214.25,10000,15.62,732,1
3307,1500,6.03,36,6,45.66,1500,14.46,772,1
3308,25000,13.72,60,1,578.09,25000,9.43,722,1
3309,3000,7.05,36,4,92.7,3000,8.16,777,1
3310,12250,11.36,36,1,403.17,12250,19.86,702,0
3311,6400,13.16,36,2,216.13,6400,17.16,697,1
3312,7500,13.92,36,1,256.03,7500,13.9,677,0
3313,3000,17.56,36,12,107.8,3000,0.46,662,0
3314,25000,10.36,36,5,810.92,25000,4.06,802,1
3315,5000,13.17,36,2,168.88,5000,14.6,667,1
3316,6500,15.65,36,1,227.41,6500,14.97,662,0
3317,14275,9.45,36,2,456.94,14275,11.18,737,1
3318,14400,13.49,60,5,331.27,14400,0.64,747,1
3319,12000,6.91,36,1,370.04,12000,8.93,717,1
3320,8000,17.49,36,1,287.18,8000,18.72,697,0
3321,7000,17.56,60,1,176.09,7000,13.54,662,0
3322,12000,14.11,36,2,410.75,12000,7.23,672,0
3323,11000,15.58,60,1,265.06,11000,1.64,702,0
3324,18000,15.58,60,1,433.72,18000,16.14,707,0
3325,22250,8.9,36,3,706.51,22250,13.79,767,1
3326,1450,6.17,36,1,44.23,1450,22.99,742,1
3327,24250,12.18,36,1,807.53,24250,17.41,737,0
3328,5125,9.99,36,9,165.35,5125,9.07,732,1
3329,20000,13.92,36,2,682.74,20000,11.37,697,1
3330,20000,13.43,60,1,459.48,20000,16.42,737,1
3331,6000,13.11,36,1,202.49,6000,13.29,677,0
3332,9500,12.12,36,1,316.09,9500,12.21,707,0
3333,8000,7.51,36,1,248.89,8000,6.31,742,1
3334,20000,6.17,36,7,609.99,20000,10.53,782,1
3335,10000,11.66,36,14,198.32,6000,7.07,677,1
3336,22000,11.36,36,1,724.05,22000,14.27,722,0
3337,5000,8,36,1,156.69,5000,12.13,747,1
3338,7750,12.69,36,2,259.98,7750,13.94,692,1
3339,21725,18.79,60,1,561.06,21725,21.07,677,0
3340,5000,9.32,36,11,159.74,5000,5.05,792,1
3341,24000,12.12,36,4,798.52,24000,0.8,767,1
3342,10250,11.48,36,1,337.93,10250,11.13,752,0
3343,5200,13.23,60,1,118.93,5200,6.74,707,0
3344,19000,18.62,60,1,488.91,19000,23.17,702,0
3345,20000,20.48,60,1,535.24,20000,2.44,667,0
3346,5700,19.03,60,14,147.96,5700,12.27,662,1
3347,8500,15.05,36,1,294.88,8500,18.57,667,0
3348,12000,9.91,36,3,386.7,12000,18.46,727,1
3349,3025,11.14,36,1,99.24,3025,23.46,702,1
3350,18000,15.99,60,1,437.63,18000,10.76,702,0
3351,5500,10.99,60,6,119.56,5500,22.56,762,1
3352,6000,9.25,36,1,191.5,6000,8.54,707,1
3353,18000,10.95,36,5,588.85,18000,6.69,797,0
3354,5000,7.88,36,4,156.41,5000,11.33,727,0
3355,35000,9.63,36,5,1123.29,35000,3.46,772,1
3356,6000,12.69,36,2,201.27,6000,11.5,687,1
3357,14500,11.49,36,1,478.09,14500,29.58,722,0
3358,5000,13.35,36,1,169.32,5000,6.26,672,1
3359,8500,9.63,36,5,272.8,8500,8.76,727,1
3360,12000,15.31,36,5,417.81,12000,4.7,682,1
3361,12000,12.73,36,1,402.8,12000,18.35,697,1
3362,8400,11.14,36,12,275.57,8400,11.88,702,0
3363,6000,7.49,36,6,186.61,6000,25.85,727,0
3364,5600,15.96,36,1,196.77,5600,10.29,662,0
3365,3000,14.65,36,1,103.49,3000,12.6,672,0
3366,15000,11.83,36,1,497.01,15000,15.87,732,0
3367,20000,10.74,36,4,652.32,20000,14.36,767,0
3368,7000,7.51,36,2,217.77,7000,11.18,737,1
3369,6500,11.89,36,1,215.57,6500,8.57,722,0
3370,5000,7.88,36,1,156.41,5000,4.88,722,1
3371,15600,16.45,60,7,383.11,15600,17.13,692,1
3372,3400,13.06,36,1,114.66,3400,22.98,682,1
3373,10500,7.75,36,2,327.83,10500,12.86,802,1
3374,2000,16.49,36,7,70.8,2000,18.19,672,1
3375,27400,17.27,60,1,684.95,27400,17.63,732,0
3376,7500,13.24,36,1,253.58,7500,16.78,662,0
3377,7500,6.03,36,8,228.27,7500,24.19,772,0
3378,19000,12.21,36,3,632.99,19000,15.51,752,1
3379,8400,14.46,60,2,197.47,8400,17.61,682,1
3380,22800,19.05,60,1,592.08,22800,21.08,702,0
3381,12000,13.06,60,7,273.41,12000,20.46,702,0
3382,3500,9.99,36,1,112.92,3500,6.16,707,1
3383,4800,14.84,36,11,166.02,4800,0,672,0
3384,20000,8.9,36,2,635.07,20000,11.04,732,1
3385,24250,12.99,60,2,551.64,24250,12.97,737,1
3386,2500,17.99,36,6,90.37,2500,4.62,662,1
3387,25000,15.2,36,3,869.09,25000,19.55,687,0
3388,6000,9.32,36,14,191.69,6000,9.73,762,1
3389,24000,9.99,60,8,312.8,14725,12,712,1
3390,8950,13.22,36,2,302.52,8950,22.12,682,0
3391,10000,11.86,36,1,331.48,10000,1.83,737,1
3392,12000,13.8,60,1,277.98,12000,24.96,702,0
3393,7000,10,36,1,225.88,7000,5.27,732,0
